"","OTU","s.deep.water","s.marsh.water","s.deep.sed","s.marsh.sed","s.wet.soil","s.up.soil","index","stat","p.value","p.fdr","X","Size","Kingdom","Phylum","Class","Order","Family","Genus","size.sub","preferred"
"865","Otu003697",0,0,1,1,1,0,38,0.572423092360083,0.01,0.028,3696,284,"Bacteria","Actinobacteria","MB-A2-108","MB-A2-108_unclassified","MB-A2-108_unclassified","MB-A2-108_unclassified",76,"Actinobacteria"
"866","Otu004004",0,0,1,1,1,0,38,0.597522098268978,0.01,0.028,4003,257,"Bacteria","Actinobacteria","MB-A2-108","MB-A2-108_unclassified","MB-A2-108_unclassified","MB-A2-108_unclassified",58,"Actinobacteria"
"867","Otu000618",0,0,1,1,1,0,38,0.677042184451088,0.02,0.046,618,2330,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified",465,"Bacteria_unclassified"
"868","Otu000990",0,0,1,1,1,0,38,0.83248819278884,0.01,0.028,990,1420,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified",275,"Bacteria_unclassified"
"869","Otu002156",0,0,1,1,1,0,38,0.741876442609833,0.01,0.028,2156,583,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified",116,"Bacteria_unclassified"
"870","Otu003295",0,0,1,1,1,0,38,0.577326288449378,0.02,0.046,3295,333,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified",67,"Bacteria_unclassified"
"871","Otu000205",0,0,1,1,1,0,38,0.726267380879634,0.01,0.028,205,6691,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Chryseolinea",945,"Bacteroidetes"
"872","Otu000367",0,0,1,1,1,0,38,0.765828907171304,0.01,0.028,367,3979,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas",540,"Bacteroidetes"
"873","Otu000484",0,0,1,1,1,0,38,0.888031006229235,0.01,0.028,484,2986,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","AKYH767","AKYH767_unclassified",462,"Bacteroidetes"
"874","Otu000585",0,0,1,1,1,0,38,0.776543531433025,0.01,0.028,585,2436,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",438,"Bacteroidetes"
"875","Otu000600",0,0,1,1,1,0,38,0.624308645156056,0.01,0.028,600,2401,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas",219,"Bacteroidetes"
"876","Otu000656",0,0,1,1,1,0,38,0.744681421887281,0.01,0.028,656,2211,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified",363,"Bacteroidetes"
"877","Otu000666",0,0,1,1,1,0,38,0.785432125638936,0.01,0.028,666,2184,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified",224,"Bacteroidetes"
"878","Otu000716",0,0,1,1,1,0,38,0.798087593307407,0.01,0.028,716,2029,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Saprospiraceae_unclassified",334,"Bacteroidetes"
"879","Otu000786",0,0,1,1,1,0,38,0.849122344166234,0.01,0.028,786,1860,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Ohtaekwangia",373,"Bacteroidetes"
"880","Otu000800",0,0,1,1,1,0,38,0.640374109162835,0.01,0.028,800,1835,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophagaceae_unclassified",208,"Bacteroidetes"
"881","Otu001337",0,0,1,1,1,0,38,0.632263633502271,0.02,0.046,1337,1034,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophaga",264,"Bacteroidetes"
"882","Otu001547",0,0,1,1,1,0,38,0.77045039115494,0.01,0.028,1547,885,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9_marine_group","NS9_marine_group_unclassified",156,"Bacteroidetes"
"883","Otu001560",0,0,1,1,1,0,38,0.687396279181893,0.01,0.028,1560,875,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified",173,"Bacteroidetes"
"884","Otu001659",0,0,1,1,1,0,38,0.646336721552505,0.01,0.028,1659,814,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified",148,"Bacteroidetes"
"885","Otu001827",0,0,1,1,1,0,38,0.617420435548951,0.02,0.046,1827,726,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Ohtaekwangia",154,"Bacteroidetes"
"886","Otu002244",0,0,1,1,1,0,38,0.639397713743943,0.02,0.046,2244,552,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified",101,"Bacteroidetes"
"887","Otu002283",0,0,1,1,1,0,38,0.558429979175715,0.01,0.028,2283,542,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified",80,"Bacteroidetes"
"888","Otu001006",0,0,1,1,1,0,38,0.773572520894378,0.01,0.028,1006,1398,"Bacteria","Candidate_division_WS3","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified",333,"Candidate_division_WS3"
"889","Otu001207",0,0,1,1,1,0,38,0.743669714753018,0.01,0.028,1207,1153,"Bacteria","Candidate_division_WS3","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified",159,"Candidate_division_WS3"
"890","Otu001332",0,0,1,1,1,0,38,0.710337320023631,0.01,0.028,1332,1035,"Bacteria","Candidate_division_WS3","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified",178,"Candidate_division_WS3"
"891","Otu003876",0,0,1,1,1,0,38,0.629158348194258,0.01,0.028,3875,269,"Bacteria","Candidate_division_WS3","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified","Candidate_division_WS3_unclassified",73,"Candidate_division_WS3"
"892","Otu000107",0,0,1,1,1,0,38,0.856533784324109,0.01,0.028,107,11936,"Bacteria","Chloroflexi","KD4-96","KD4-96_unclassified","KD4-96_unclassified","KD4-96_unclassified",2201,"Chloroflexi"
"893","Otu000175",0,0,1,1,1,0,38,0.787270253248107,0.01,0.028,175,7556,"Bacteria","Chloroflexi","KD4-96","KD4-96_unclassified","KD4-96_unclassified","KD4-96_unclassified",1483,"Chloroflexi"
"894","Otu000428",0,0,1,1,1,0,38,0.878111877610586,0.01,0.028,428,3466,"Bacteria","Chloroflexi","KD4-96","KD4-96_unclassified","KD4-96_unclassified","KD4-96_unclassified",519,"Chloroflexi"
"895","Otu000587",0,0,1,1,1,0,38,0.683977772109186,0.01,0.028,587,2428,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",187,"Chloroflexi"
"896","Otu000625",0,0,1,1,1,0,38,0.913496006471196,0.01,0.028,625,2317,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",302,"Chloroflexi"
"897","Otu000652",0,0,1,1,1,0,38,0.808385646088174,0.01,0.028,652,2219,"Bacteria","Chloroflexi","TK10","TK10_unclassified","TK10_unclassified","TK10_unclassified",356,"Chloroflexi"
"898","Otu000752",0,0,1,1,1,0,38,0.759775816137324,0.01,0.028,752,1945,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",228,"Chloroflexi"
"899","Otu000761",0,0,1,1,1,0,38,0.718558343403486,0.01,0.028,761,1916,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",314,"Chloroflexi"
"900","Otu000777",0,0,1,1,1,0,38,0.716805840172439,0.02,0.046,777,1879,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus",271,"Chloroflexi"
"901","Otu000785",0,0,1,1,1,0,38,0.632797190933214,0.01,0.028,785,1862,"Bacteria","Chloroflexi","TK10","TK10_unclassified","TK10_unclassified","TK10_unclassified",282,"Chloroflexi"
"902","Otu000911",0,0,1,1,1,0,38,0.7295117084171,0.01,0.028,911,1545,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",192,"Chloroflexi"
"903","Otu000940",0,0,1,1,1,0,38,0.852161523408415,0.01,0.028,940,1501,"Bacteria","Chloroflexi","Caldilineae","Caldilineales","Caldilineaceae","Caldilineaceae_unclassified",363,"Chloroflexi"
"904","Otu000997",0,0,1,1,1,0,38,0.648776194171791,0.01,0.028,997,1411,"Bacteria","Chloroflexi","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified",161,"Chloroflexi"
"905","Otu001026",0,0,1,1,1,0,38,0.774314804015159,0.01,0.028,1026,1375,"Bacteria","Chloroflexi","S085","S085_unclassified","S085_unclassified","S085_unclassified",284,"Chloroflexi"
"906","Otu001178",0,0,1,1,1,0,38,0.633353744773783,0.01,0.028,1178,1204,"Bacteria","Chloroflexi","Gitt-GS-136","Gitt-GS-136_unclassified","Gitt-GS-136_unclassified","Gitt-GS-136_unclassified",168,"Chloroflexi"
"907","Otu001256",0,0,1,1,1,0,38,0.589763122361941,0.02,0.046,1256,1101,"Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","JG30-KF-CM45_unclassified","JG30-KF-CM45_unclassified",149,"Chloroflexi"
"908","Otu001259",0,0,1,1,1,0,38,0.625441632266196,0.01,0.028,1259,1100,"Bacteria","Chloroflexi","Caldilineae","Caldilineales","Caldilineaceae","Caldilineaceae_unclassified",159,"Chloroflexi"
"909","Otu001299",0,0,1,1,1,0,38,0.716820528116028,0.01,0.028,1299,1064,"Bacteria","Chloroflexi","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified",209,"Chloroflexi"
"910","Otu001339",0,0,1,1,1,0,38,0.622995329229027,0.01,0.028,1339,1034,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus",158,"Chloroflexi"
"911","Otu001368",0,0,1,1,1,0,38,0.854384373990409,0.01,0.028,1368,1015,"Bacteria","Chloroflexi","KD4-96","KD4-96_unclassified","KD4-96_unclassified","KD4-96_unclassified",226,"Chloroflexi"
"912","Otu001411",0,0,1,1,1,0,38,0.673298844780012,0.01,0.028,1411,988,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",94,"Chloroflexi"
"913","Otu001423",0,0,1,1,1,0,38,0.594202944894809,0.01,0.028,1423,971,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",100,"Chloroflexi"
"914","Otu001469",0,0,1,1,1,0,38,0.721549767001131,0.01,0.028,1469,927,"Bacteria","Chloroflexi","S085","S085_unclassified","S085_unclassified","S085_unclassified",135,"Chloroflexi"
"915","Otu001518",0,0,1,1,1,0,38,0.623066141301976,0.01,0.028,1518,897,"Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","JG30-KF-CM45_unclassified","JG30-KF-CM45_unclassified",113,"Chloroflexi"
"916","Otu001613",0,0,1,1,1,0,38,0.657529675905123,0.02,0.046,1613,840,"Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30a-KF-32","JG30a-KF-32_unclassified",195,"Chloroflexi"
"917","Otu001789",0,0,1,1,1,0,38,0.748654547031689,0.01,0.028,1789,746,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",154,"Chloroflexi"
"918","Otu001929",0,0,1,1,1,0,38,0.708707087012137,0.01,0.028,1929,675,"Bacteria","Chloroflexi","Ardenticatenia","Ardenticatenia_unclassified","Ardenticatenia_unclassified","Ardenticatenia_unclassified",157,"Chloroflexi"
"919","Otu001974",0,0,1,1,1,0,38,0.792980593377902,0.01,0.028,1974,650,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea",135,"Chloroflexi"
"920","Otu002110",0,0,1,1,1,0,38,0.582353320191678,0.02,0.046,2110,597,"Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66_unclassified","JG30-KF-CM66_unclassified","JG30-KF-CM66_unclassified",86,"Chloroflexi"
"921","Otu002446",0,0,1,1,1,0,38,0.604620206267094,0.01,0.028,2446,493,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",133,"Chloroflexi"
"922","Otu002561",0,0,1,1,1,0,38,0.639060506694885,0.01,0.028,2561,463,"Bacteria","Chloroflexi","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified",102,"Chloroflexi"
"923","Otu002566",0,0,1,1,1,0,38,0.720650412179571,0.01,0.028,2566,462,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea",106,"Chloroflexi"
"924","Otu002731",0,0,1,1,1,0,38,0.552716846620551,0.02,0.046,2731,426,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",124,"Chloroflexi"
"925","Otu002785",0,0,1,1,1,0,38,0.661173190904033,0.01,0.028,2785,417,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",89,"Chloroflexi"
"926","Otu002970",0,0,1,1,1,0,38,0.629007454221999,0.01,0.028,2970,383,"Bacteria","Chloroflexi","KD4-96","KD4-96_unclassified","KD4-96_unclassified","KD4-96_unclassified",89,"Chloroflexi"
"927","Otu003062",0,0,1,1,1,0,38,0.633928490289555,0.01,0.028,3062,370,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",66,"Chloroflexi"
"928","Otu003167",0,0,1,1,1,0,38,0.603022689155527,0.01,0.028,3167,354,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea",70,"Chloroflexi"
"929","Otu003891",0,0,1,1,1,0,38,0.522232967867094,0.01,0.028,3890,268,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",69,"Chloroflexi"
"930","Otu004293",0,0,1,1,1,0,38,0.603022689155527,0.01,0.028,4292,234,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified",52,"Chloroflexi"
"931","Otu000784",0,0,1,1,1,0,38,0.676987747664365,0.01,0.028,784,1863,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclassified",199,"Gemmatimonadetes"
"932","Otu002063",0,0,1,1,1,0,38,0.692313687327083,0.01,0.028,2063,616,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclassified",134,"Gemmatimonadetes"
"933","Otu002285",0,0,1,1,1,0,38,0.704308047315779,0.01,0.028,2285,542,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclassified",121,"Gemmatimonadetes"
"934","Otu002344",0,0,1,1,1,0,38,0.581659622604641,0.01,0.028,2344,523,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclassified",85,"Gemmatimonadetes"
"935","Otu002364",0,0,1,1,1,0,38,0.580836866260732,0.02,0.046,2364,517,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclassified",99,"Gemmatimonadetes"
"936","Otu003197",0,0,1,1,1,0,38,0.639602149066831,0.01,0.028,3197,349,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclassified",75,"Gemmatimonadetes"
"937","Otu000343",0,0,1,1,1,0,38,0.816557714679236,0.01,0.028,343,4205,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","29-Apr","4-29_unclassified",856,"Nitrospirae"
"938","Otu000364",0,0,1,1,1,0,38,0.858621400211385,0.01,0.028,364,4003,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",602,"Nitrospirae"
"939","Otu000648",0,0,1,1,1,0,38,0.737093394087329,0.01,0.028,648,2226,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",317,"Nitrospirae"
"940","Otu000792",0,0,1,1,1,0,38,0.775011699049487,0.01,0.028,792,1851,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","0319-6A21","0319-6A21_unclassified",342,"Nitrospirae"
"941","Otu001477",0,0,1,1,1,0,38,0.805783790345412,0.01,0.028,1477,922,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Sh765B-TzT-35","Sh765B-TzT-35_unclassified",191,"Nitrospirae"
"942","Otu001645",0,0,1,1,1,0,38,0.684694959578354,0.01,0.028,1645,820,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospiraceae_unclassified",169,"Nitrospirae"
"943","Otu003404",0,0,1,1,1,0,38,0.587605605380929,0.01,0.028,3404,319,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","29-Apr","4-29_unclassified",76,"Nitrospirae"
"944","Otu000358",0,0,1,1,1,0,38,0.866792618282377,0.01,0.028,358,4063,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",502,"Planctomycetes"
"945","Otu000444",0,0,1,1,1,0,38,0.671512083280104,0.01,0.028,444,3291,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage",428,"Planctomycetes"
"946","Otu000543",0,0,1,1,1,0,38,0.793562805189033,0.01,0.028,543,2627,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage",418,"Planctomycetes"
"947","Otu000560",0,0,1,1,1,0,38,0.802097033605174,0.01,0.028,560,2536,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",424,"Planctomycetes"
"948","Otu000832",0,0,1,1,1,0,38,0.829630524126847,0.01,0.028,832,1752,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",306,"Planctomycetes"
"949","Otu000856",0,0,1,1,1,0,38,0.847795538473334,0.01,0.028,856,1688,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula",300,"Planctomycetes"
"950","Otu000859",0,0,1,1,1,0,38,0.858888559391619,0.01,0.028,859,1685,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",349,"Planctomycetes"
"951","Otu000933",0,0,1,1,1,0,38,0.76242396284781,0.01,0.028,933,1515,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified",225,"Planctomycetes"
"952","Otu000934",0,0,1,1,1,0,38,0.855254872463664,0.01,0.028,934,1511,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces",226,"Planctomycetes"
"953","Otu001005",0,0,1,1,1,0,38,0.818925319192306,0.01,0.028,1005,1399,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula",237,"Planctomycetes"
"954","Otu001041",0,0,1,1,1,0,38,0.828487779713491,0.01,0.028,1041,1361,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata",231,"Planctomycetes"
"955","Otu001127",0,0,1,1,1,0,38,0.877236680127747,0.01,0.028,1127,1265,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified",219,"Planctomycetes"
"956","Otu001140",0,0,1,1,1,0,38,0.834521022986116,0.01,0.028,1140,1245,"Bacteria","Planctomycetes","OM190","OM190_unclassified","OM190_unclassified","OM190_unclassified",220,"Planctomycetes"
"957","Otu001281",0,0,1,1,1,0,38,0.747971245421791,0.01,0.028,1281,1079,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula",150,"Planctomycetes"
"958","Otu001473",0,0,1,1,1,0,38,0.714423106001512,0.01,0.028,1473,925,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces",133,"Planctomycetes"
"959","Otu001651",0,0,1,1,1,0,38,0.727344028149243,0.01,0.028,1651,817,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces",157,"Planctomycetes"
"960","Otu001895",0,0,1,1,1,0,38,0.632981311890504,0.01,0.028,1895,689,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage",92,"Planctomycetes"
"961","Otu001931",0,0,1,1,1,0,38,0.63475468406834,0.01,0.028,1931,674,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","WD2101_soil_group_unclassified","WD2101_soil_group_unclassified",91,"Planctomycetes"
"962","Otu002491",0,0,1,1,1,0,38,0.58038415464403,0.02,0.046,2491,481,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces",100,"Planctomycetes"
"963","Otu002719",0,0,1,1,1,0,38,0.730230032734718,0.01,0.028,2719,428,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir2_lineage",85,"Planctomycetes"
"964","Otu002747",0,0,1,1,1,0,38,0.707106781186548,0.01,0.028,2747,424,"Bacteria","Planctomycetes","OM190","OM190_unclassified","OM190_unclassified","OM190_unclassified",73,"Planctomycetes"
"965","Otu002863",0,0,1,1,1,0,38,0.653191068375861,0.01,0.028,2863,402,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata",76,"Planctomycetes"
"966","Otu002880",0,0,1,1,1,0,38,0.703071772549127,0.01,0.028,2880,399,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir2_lineage",76,"Planctomycetes"
"967","Otu003750",0,0,1,1,1,0,38,0.660186726481642,0.01,0.028,3749,280,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified",59,"Planctomycetes"
"968","Otu000067",0,0,1,1,1,0,38,0.910486493101682,0.01,0.028,67,16694,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified",1464,"Gammaproteobacteria"
"969","Otu000082",0,0,1,1,1,0,38,0.893646528081198,0.01,0.028,82,14143,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified",1877,"Proteobacteria_unclassified"
"970","Otu000095",0,0,1,1,1,0,38,0.836153901181489,0.01,0.028,95,12732,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified",1533,"Betaproteobacteria"
"971","Otu000173",0,0,1,1,1,0,38,0.872027121538134,0.01,0.028,173,7715,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcales_unclassified","Myxococcales_unclassified",784,"Deltaproteobacteria"
"972","Otu000174",0,0,1,1,1,0,38,0.828953431554792,0.01,0.028,174,7604,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified",1025,"Betaproteobacteria"
"973","Otu000219",0,0,1,1,1,0,38,0.883404833895756,0.01,0.028,219,6387,"Bacteria","Proteobacteria","Betaproteobacteria","TRA3-20","TRA3-20_unclassified","TRA3-20_unclassified",982,"Betaproteobacteria"
"974","Otu000282",0,0,1,1,1,0,38,0.773574830567857,0.01,0.028,282,5133,"Bacteria","Proteobacteria","Betaproteobacteria","B1-7BS","B1-7BS_unclassified","B1-7BS_unclassified",707,"Betaproteobacteria"
"975","Otu000292",0,0,1,1,1,0,38,0.882686718076615,0.01,0.028,292,4866,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839","A0839_unclassified",637,"Alphaproteobacteria"
"976","Otu000293",0,0,1,1,1,0,38,0.826058339128973,0.01,0.028,293,4860,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Corallococcus",801,"Deltaproteobacteria"
"977","Otu000332",0,0,1,1,1,0,38,0.877230680703097,0.01,0.028,332,4372,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_unclassified",718,"Betaproteobacteria"
"978","Otu000341",0,0,1,1,1,0,38,0.731276003564031,0.01,0.028,341,4243,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","DUNssu371","DUNssu371_unclassified",590,"Alphaproteobacteria"
"979","Otu000350",0,0,1,1,1,0,38,0.719873260641027,0.02,0.046,350,4122,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_unclassified",569,"Betaproteobacteria"
"980","Otu000351",0,0,1,1,1,0,38,0.820295865862278,0.01,0.028,351,4108,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",795,"Deltaproteobacteria"
"981","Otu000353",0,0,1,1,1,0,38,0.786471772727456,0.01,0.028,353,4093,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia",474,"Alphaproteobacteria"
"982","Otu000363",0,0,1,1,1,0,38,0.781182370778784,0.01,0.028,363,4006,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter",655,"Alphaproteobacteria"
"983","Otu000422",0,0,1,1,1,0,38,0.80222911209571,0.01,0.028,422,3509,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified",882,"Betaproteobacteria"
"984","Otu000425",0,0,1,1,1,0,38,0.784626110826637,0.01,0.028,425,3477,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcales_unclassified","Myxococcales_unclassified",614,"Deltaproteobacteria"
"985","Otu000434",0,0,1,1,1,0,38,0.782791075054455,0.01,0.028,434,3430,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcales_unclassified","Myxococcales_unclassified",506,"Deltaproteobacteria"
