"","OTU","s.deep.water","s.marsh.water","s.deep.sed","s.marsh.sed","s.wet.soil","s.up.soil","index","stat","p.value","p.fdr","X","Size","Kingdom","Phylum","Class","Order","Family","Genus","size.sub","preferred"
"986","Otu000438",0,0,1,1,1,0,38,0.876310059383019,0.01,0.028,438,3371,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",746,"Gammaproteobacteria"
"987","Otu000488",0,0,1,1,1,0,38,0.833818868940831,0.01,0.028,488,2958,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","SC-I-84_unclassified","SC-I-84_unclassified",520,"Betaproteobacteria"
"988","Otu000493",0,0,1,1,1,0,38,0.833493810512064,0.01,0.028,493,2942,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_unclassified",363,"Betaproteobacteria"
"989","Otu000500",0,0,1,1,1,0,38,0.86613021583724,0.01,0.028,500,2892,"Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","KI89A_clade_unclassified","KI89A_clade_unclassified",486,"Gammaproteobacteria"
"990","Otu000509",0,0,1,1,1,0,38,0.885859129254173,0.01,0.028,509,2841,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter",394,"Gammaproteobacteria"
"991","Otu000529",0,0,1,1,1,0,38,0.847787945247303,0.01,0.028,529,2706,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia",374,"Alphaproteobacteria"
"992","Otu000541",0,0,1,1,1,0,38,0.872799416632369,0.01,0.028,541,2637,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","SC-I-84_unclassified","SC-I-84_unclassified",457,"Betaproteobacteria"
"993","Otu000561",0,0,1,1,1,0,38,0.867761074666257,0.01,0.028,561,2536,"Bacteria","Proteobacteria","Deltaproteobacteria","GR-WP33-30","GR-WP33-30_unclassified","GR-WP33-30_unclassified",387,"Deltaproteobacteria"
"994","Otu000593",0,0,1,1,1,0,38,0.584497148610418,0.02,0.046,593,2413,"Bacteria","Proteobacteria","Betaproteobacteria","TRA3-20","TRA3-20_unclassified","TRA3-20_unclassified",283,"Betaproteobacteria"
"995","Otu000604",0,0,1,1,1,0,38,0.818266116096526,0.01,0.028,604,2380,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_unclassified",431,"Betaproteobacteria"
"996","Otu000641",0,0,1,1,1,0,38,0.817473233808902,0.01,0.028,641,2244,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","SC-I-84_unclassified","SC-I-84_unclassified",409,"Betaproteobacteria"
"997","Otu000670",0,0,1,1,1,0,38,0.846952182167324,0.01,0.028,670,2163,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","SC-I-84_unclassified","SC-I-84_unclassified",359,"Betaproteobacteria"
"998","Otu000733",0,0,1,1,1,0,38,0.7516479200396,0.01,0.028,733,1994,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Woodsholea",227,"Alphaproteobacteria"
"999","Otu000745",0,0,1,1,1,0,38,0.819057661863748,0.01,0.028,745,1966,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","SC-I-84_unclassified","SC-I-84_unclassified",381,"Betaproteobacteria"
"1000","Otu000760",0,0,1,1,1,0,38,0.707026416989595,0.02,0.046,760,1921,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadales_unclassified","Sphingomonadales_unclassified",368,"Alphaproteobacteria"
"1001","Otu000805",0,0,1,1,1,0,38,0.827527591097392,0.01,0.028,805,1829,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20","0319-6G20_unclassified",336,"Deltaproteobacteria"
"1002","Otu000834",0,0,1,1,1,0,38,0.808349396683789,0.01,0.028,834,1740,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter",265,"Gammaproteobacteria"
"1003","Otu000852",0,0,1,1,1,0,38,0.72065204722387,0.01,0.028,852,1696,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified",308,"Betaproteobacteria"
"1004","Otu000864",0,0,1,1,1,0,38,0.680057160121718,0.02,0.046,864,1659,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia",279,"Alphaproteobacteria"
"1005","Otu000885",0,0,1,1,1,0,38,0.738320054597841,0.01,0.028,885,1596,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","MND8","MND8_unclassified",227,"Alphaproteobacteria"
"1006","Otu000902",0,0,1,1,1,0,38,0.735866813287861,0.01,0.028,902,1560,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified",259,"Gammaproteobacteria"
"1007","Otu000931",0,0,1,1,1,0,38,0.851928738318809,0.01,0.028,931,1517,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","MNG7","MNG7_unclassified",288,"Alphaproteobacteria"
"1008","Otu000936",0,0,1,1,1,0,38,0.790223464863378,0.01,0.028,936,1506,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","SC-I-84_unclassified","SC-I-84_unclassified",349,"Betaproteobacteria"
"1009","Otu001130",0,0,1,1,1,0,38,0.629452500020358,0.01,0.028,1130,1259,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Bauldia",100,"Alphaproteobacteria"
"1010","Otu001155",0,0,1,1,1,0,38,0.790547793858925,0.01,0.028,1155,1226,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",166,"Deltaproteobacteria"
"1011","Otu001166",0,0,1,1,1,0,38,0.731818807733057,0.01,0.028,1166,1215,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","KCM-B-15","KCM-B-15_unclassified",162,"Alphaproteobacteria"
"1012","Otu001279",0,0,1,1,1,0,38,0.786457376928024,0.01,0.028,1279,1081,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Byssovorax",144,"Deltaproteobacteria"
"1013","Otu001284",0,0,1,1,1,0,38,0.678992059967998,0.01,0.028,1284,1078,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadales_unclassified","Desulfuromonadales_unclassified",259,"Deltaproteobacteria"
"1014","Otu001304",0,0,1,1,1,0,38,0.707563842730031,0.01,0.028,1304,1058,"Bacteria","Proteobacteria","Deltaproteobacteria","Sh765B-TzT-29","Sh765B-TzT-29_unclassified","Sh765B-TzT-29_unclassified",155,"Deltaproteobacteria"
"1015","Otu001338",0,0,1,1,1,0,38,0.888622636917384,0.01,0.028,1338,1034,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified",213,"Alphaproteobacteria"
"1016","Otu001344",0,0,1,1,1,0,38,0.650953322221187,0.01,0.028,1344,1032,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",180,"Deltaproteobacteria"
"1017","Otu001370",0,0,1,1,1,0,38,0.734392502056364,0.01,0.028,1370,1014,"Bacteria","Proteobacteria","Deltaproteobacteria","GR-WP33-30","GR-WP33-30_unclassified","GR-WP33-30_unclassified",179,"Deltaproteobacteria"
"1018","Otu001371",0,0,1,1,1,0,38,0.766554259514784,0.01,0.028,1371,1013,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",207,"Deltaproteobacteria"
"1019","Otu001399",0,0,1,1,1,0,38,0.678147031023115,0.01,0.028,1399,994,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",139,"Alphaproteobacteria"
"1020","Otu001412",0,0,1,1,1,0,38,0.705808722844463,0.01,0.028,1412,988,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium",121,"Deltaproteobacteria"
"1021","Otu001447",0,0,1,1,1,0,38,0.7700227891852,0.01,0.028,1447,943,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",125,"Deltaproteobacteria"
"1022","Otu001499",0,0,1,1,1,0,38,0.617967504675575,0.01,0.028,1499,909,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","MND8","MND8_unclassified",151,"Alphaproteobacteria"
"1023","Otu001510",0,0,1,1,1,0,38,0.716407963830341,0.01,0.028,1510,900,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_unclassified",146,"Betaproteobacteria"
"1024","Otu001522",0,0,1,1,1,0,38,0.68303261775177,0.01,0.028,1522,895,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",129,"Deltaproteobacteria"
"1025","Otu001524",0,0,1,1,1,0,38,0.827873087566741,0.01,0.028,1524,894,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified",174,"Gammaproteobacteria"
"1026","Otu001526",0,0,1,1,1,0,38,0.621955384812844,0.02,0.046,1526,893,"Bacteria","Proteobacteria","Betaproteobacteria","B1-7BS","B1-7BS_unclassified","B1-7BS_unclassified",162,"Betaproteobacteria"
"1027","Otu001567",0,0,1,1,1,0,38,0.646350103828125,0.02,0.046,1567,870,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified",140,"Betaproteobacteria"
"1028","Otu001568",0,0,1,1,1,0,38,0.774255161398046,0.01,0.028,1568,869,"Bacteria","Proteobacteria","Deltaproteobacteria","GR-WP33-30","GR-WP33-30_unclassified","GR-WP33-30_unclassified",172,"Deltaproteobacteria"
"1029","Otu001677",0,0,1,1,1,0,38,0.707729842724996,0.01,0.028,1677,806,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",175,"Deltaproteobacteria"
"1030","Otu001680",0,0,1,1,1,0,38,0.703221274477825,0.01,0.028,1680,804,"Bacteria","Proteobacteria","Deltaproteobacteria","GR-WP33-30","GR-WP33-30_unclassified","GR-WP33-30_unclassified",131,"Deltaproteobacteria"
"1031","Otu001715",0,0,1,1,1,0,38,0.711529704316141,0.01,0.028,1715,784,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Acidiferrobacter",134,"Gammaproteobacteria"
"1032","Otu001731",0,0,1,1,1,0,38,0.74609350216328,0.01,0.028,1731,778,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter",142,"Gammaproteobacteria"
"1033","Otu001732",0,0,1,1,1,0,38,0.657241280813769,0.01,0.028,1732,777,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified",153,"Betaproteobacteria"
"1034","Otu001746",0,0,1,1,1,0,38,0.608319241024426,0.01,0.028,1746,768,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified",111,"Proteobacteria_unclassified"
"1035","Otu001796",0,0,1,1,1,0,38,0.735679954150701,0.01,0.028,1796,742,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","SC-I-84_unclassified","SC-I-84_unclassified",158,"Betaproteobacteria"
"1036","Otu001800",0,0,1,1,1,0,38,0.590500084862738,0.02,0.046,1800,740,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus",84,"Betaproteobacteria"
"1037","Otu001842",0,0,1,1,1,0,38,0.769816173805039,0.01,0.028,1842,718,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclassified",133,"Deltaproteobacteria"
"1038","Otu001932",0,0,1,1,1,0,38,0.640142012273761,0.01,0.028,1932,674,"Bacteria","Proteobacteria","Deltaproteobacteria","Sh765B-TzT-29","Sh765B-TzT-29_unclassified","Sh765B-TzT-29_unclassified",126,"Deltaproteobacteria"
"1039","Otu001981",0,0,1,1,1,0,38,0.722716443963089,0.01,0.028,1981,646,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",163,"Alphaproteobacteria"
"1040","Otu001989",0,0,1,1,1,0,38,0.597543118793635,0.02,0.046,1989,644,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified",104,"Betaproteobacteria"
"1041","Otu002128",0,0,1,1,1,0,38,0.683473492126137,0.01,0.028,2128,591,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Anaeromyxobacter",161,"Deltaproteobacteria"
"1042","Otu002250",0,0,1,1,1,0,38,0.664071893724683,0.01,0.028,2250,551,"Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","Syntrophobacteraceae_unclassified",113,"Deltaproteobacteria"
"1043","Otu002251",0,0,1,1,1,0,38,0.677240757475915,0.01,0.028,2251,550,"Bacteria","Proteobacteria","Deltaproteobacteria","Sh765B-TzT-29","Sh765B-TzT-29_unclassified","Sh765B-TzT-29_unclassified",125,"Deltaproteobacteria"
"1044","Otu002421",0,0,1,1,1,0,38,0.668478823108675,0.01,0.028,2421,498,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified",96,"Proteobacteria_unclassified"
"1045","Otu002503",0,0,1,1,1,0,38,0.615989285048563,0.01,0.028,2503,476,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",111,"Alphaproteobacteria"
"1046","Otu002519",0,0,1,1,1,0,38,0.701599953797164,0.01,0.028,2519,472,"Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_Incertae_Sedis","Syntrophorhabdaceae","Syntrophorhabdus",95,"Deltaproteobacteria"
"1047","Otu002596",0,0,1,1,1,0,38,0.650413767646964,0.01,0.028,2596,457,"Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","SC-I-84_unclassified","SC-I-84_unclassified",120,"Betaproteobacteria"
"1048","Otu002685",0,0,1,1,1,0,38,0.580973831338655,0.01,0.028,2685,435,"Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","Syntrophobacteraceae_unclassified",85,"Deltaproteobacteria"
"1049","Otu002729",0,0,1,1,1,0,38,0.67982362509008,0.01,0.028,2729,426,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","Desulfurellaceae_unclassified",80,"Deltaproteobacteria"
"1050","Otu002907",0,0,1,1,1,0,38,0.621674473965241,0.02,0.046,2907,394,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis",77,"Deltaproteobacteria"
"1051","Otu003006",0,0,1,1,1,0,38,0.627439120531554,0.02,0.046,3006,378,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Defluviicoccus",103,"Alphaproteobacteria"
"1052","Otu003083",0,0,1,1,1,0,38,0.649763436713037,0.02,0.046,3083,366,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified",69,"Betaproteobacteria"
"1053","Otu003171",0,0,1,1,1,0,38,0.640223175373802,0.02,0.046,3171,354,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",88,"Deltaproteobacteria"
"1054","Otu003471",0,0,1,1,1,0,38,0.564076074817766,0.01,0.028,3471,311,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",49,"Deltaproteobacteria"
"1055","Otu001403",0,0,1,1,1,0,38,0.694811837261692,0.01,0.028,1403,992,"Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta",224,"Spirochaetae"
"1056","Otu000115",0,0,1,1,1,0,38,0.92736691296126,0.01,0.028,115,11077,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",1760,"Verrucomicrobia"
"1057","Otu000470",0,0,1,1,1,0,38,0.902019868376139,0.01,0.028,470,3068,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",571,"Verrucomicrobia"
"1058","Otu000799",0,0,1,1,1,0,38,0.498579434605463,0.02,0.046,799,1837,"Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Alterococcus",220,"Verrucomicrobia"
"1059","Otu000920",0,0,1,1,1,0,38,0.919675083660233,0.01,0.028,920,1538,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",283,"Verrucomicrobia"
"1060","Otu000962",0,0,1,1,1,0,38,0.645891958880817,0.01,0.028,962,1472,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",256,"Verrucomicrobia"
"1061","Otu001053",0,0,1,1,1,0,38,0.737402358974703,0.01,0.028,1053,1344,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",296,"Verrucomicrobia"
"1062","Otu001162",0,0,1,1,1,0,38,0.733201940656196,0.01,0.028,1162,1218,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobiaceae_unclassified",166,"Verrucomicrobia"
"1063","Otu001230",0,0,1,1,1,0,38,0.684497539595287,0.01,0.028,1230,1131,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",192,"Verrucomicrobia"
"1064","Otu001246",0,0,1,1,1,0,38,0.734335716240013,0.01,0.028,1246,1113,"Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group","DA101_soil_group_unclassified",208,"Verrucomicrobia"
"1065","Otu001269",0,0,1,1,1,0,38,0.809123194179673,0.01,0.028,1269,1088,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",220,"Verrucomicrobia"
"1066","Otu001335",0,0,1,1,1,0,38,0.742542533426995,0.01,0.028,1335,1034,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",176,"Verrucomicrobia"
"1067","Otu001347",0,0,1,1,1,0,38,0.707899260345808,0.01,0.028,1347,1029,"Bacteria","Verrucomicrobia","S-BQ2-57_soil_group","S-BQ2-57_soil_group_unclassified","S-BQ2-57_soil_group_unclassified","S-BQ2-57_soil_group_unclassified",158,"Verrucomicrobia"
"1068","Otu001384",0,0,1,1,1,0,38,0.772367031748448,0.01,0.028,1384,1005,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",206,"Verrucomicrobia"
"1069","Otu001497",0,0,1,1,1,0,38,0.650420080311195,0.01,0.028,1497,911,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",155,"Verrucomicrobia"
"1070","Otu001590",0,0,1,1,1,0,38,0.68046761649054,0.01,0.028,1590,852,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",124,"Verrucomicrobia"
"1071","Otu001603",0,0,1,1,1,0,38,0.745714153183926,0.01,0.028,1603,845,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",129,"Verrucomicrobia"
"1072","Otu001674",0,0,1,1,1,0,38,0.68020169560894,0.01,0.028,1674,806,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",173,"Verrucomicrobia"
"1073","Otu001769",0,0,1,1,1,0,38,0.682460436850866,0.01,0.028,1769,758,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",136,"Verrucomicrobia"
"1074","Otu001828",0,0,1,1,1,0,38,0.679244518279048,0.01,0.028,1828,725,"Bacteria","Verrucomicrobia","S-BQ2-57_soil_group","S-BQ2-57_soil_group_unclassified","S-BQ2-57_soil_group_unclassified","S-BQ2-57_soil_group_unclassified",133,"Verrucomicrobia"
"1075","Otu001906",0,0,1,1,1,0,38,0.647581972523511,0.02,0.046,1906,684,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",174,"Verrucomicrobia"
"1076","Otu001925",0,0,1,1,1,0,38,0.800929350739525,0.01,0.028,1925,677,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",146,"Verrucomicrobia"
"1077","Otu002279",0,0,1,1,1,0,38,0.642521506707167,0.01,0.028,2279,544,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",129,"Verrucomicrobia"
"1078","Otu002297",0,0,1,1,1,0,38,0.658272681472516,0.02,0.046,2297,538,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",145,"Verrucomicrobia"
"1079","Otu002339",0,0,1,1,1,0,38,0.601878748203795,0.01,0.028,2339,527,"Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified","OPB35_soil_group_unclassified",99,"Verrucomicrobia"
